date,timechuo,open,high,low,close,vol
2018-09-06 00:42,1536165720,12.4545,12.4645,12.4545,12.4641,1381.52
2018-09-06 00:43,1536165780,12.4548,12.4627,12.4506,12.4627,1429.62
2018-09-06 00:44,1536165840,12.4574,12.4643,12.4506,12.4506,751.28
2018-09-06 00:45,1536165900,12.4506,12.4612,12.4032,12.4152,2411.59
2018-09-06 00:46,1536165960,12.415,12.4296,12.3631,12.4128,1537.73
2018-09-06 00:47,1536166020,12.3965,12.3965,12.3223,12.3223,1213.41
2018-09-06 00:48,1536166080,12.3395,12.3395,12.2146,12.2146,2472.14
2018-09-06 00:49,1536166140,12.2309,12.2311,12.1536,12.1985,5186.34
2018-09-06 00:50,1536166200,12.1642,12.19,12.1536,12.1536,2021.5
2018-09-06 00:51,1536166260,12.1871,12.271,12.1536,12.271,1136.27
2018-09-06 00:52,1536166320,12.2767,12.3789,12.2767,12.3789,7697.69
2018-09-06 00:53,1536166380,12.3516,12.3516,12.2305,12.2305,3426.75
2018-09-06 00:54,1536166440,12.2659,12.2987,12.2619,12.262,945.45
2018-09-06 00:55,1536166500,12.2303,12.259,12.2165,12.2165,117.72
2018-09-06 00:56,1536166560,12.2196,12.25,12.1908,12.1908,892.88
2018-09-06 00:57,1536166620,12.2127,12.2419,12.1686,12.2417,1124.42
2018-09-06 00:58,1536166680,12.2293,12.2507,12.1331,12.1675,5389.94
2018-09-06 00:59,1536166740,12.1677,12.2204,12.1675,12.2204,1631.49
2018-09-06 01:00,1536166800,12.2204,12.2204,12.1523,12.1826,990.02
2018-09-06 01:01,1536166860,12.1755,12.189,12.12,12.1254,2252.92
2018-09-06 01:02,1536166920,12.1162,12.1634,12.1035,12.1634,1345.55
2018-09-06 01:03,1536166980,12.162,12.1897,12.104,12.1204,408.22
2018-09-06 01:04,1536167040,12.1293,12.1302,12.1035,12.1035,1512.92
2018-09-06 01:05,1536167100,12.1182,12.1212,12.065,12.0866,3332.48
2018-09-06 01:06,1536167160,12.0715,12.0865,12.0173,12.042,6894.01
2018-09-06 01:07,1536167220,12.042,12.1145,12.042,12.089,3983.55
2018-09-06 01:08,1536167280,12.0569,12.0569,12.0004,12.0088,1671.11
2018-09-06 01:09,1536167340,12.0534,12.1318,12.02,12.1173,1746.18
2018-09-06 01:10,1536167400,12.0985,12.202,12.0903,12.1513,3535.15
2018-09-06 01:11,1536167460,12.1464,12.1525,12.0823,12.1523,5256.81
2018-09-06 01:12,1536167520,12.128,12.1389,12.11,12.1302,835.62
2018-09-06 01:13,1536167580,12.14,12.1898,12.1271,12.1527,2433.85
2018-09-06 01:14,1536167640,12.1583,12.1756,12.1486,12.17,343.86
2018-09-06 01:15,1536167700,12.1699,12.2,12.1512,12.1631,761.48
2018-09-06 01:16,1536167760,12.1634,12.1689,12.12,12.13,667.35
2018-09-06 01:17,1536167820,12.1301,12.1482,12.1,12.112,761.55
2018-09-06 01:18,1536167880,12.1056,12.1396,12.1043,12.1081,1934.24
2018-09-06 01:19,1536167940,12.1113,12.1486,12.1107,12.1234,658.33
2018-09-06 01:20,1536168000,12.1278,12.1306,12.1085,12.1086,3384.23
2018-09-06 01:21,1536168060,12.1076,12.1625,12.1069,12.1476,538.45
2018-09-06 01:22,1536168120,12.12,12.16,12.12,12.16,1073.49
2018-09-06 01:23,1536168180,12.1549,12.1896,12.1486,12.1486,630.78
2018-09-06 01:24,1536168240,12.1746,12.1899,12.1332,12.1482,546.49
2018-09-06 01:25,1536168300,12.1484,12.1765,12.125,12.1269,146.99
2018-09-06 01:26,1536168360,12.128,12.1449,12.128,12.1344,363.32
2018-09-06 01:27,1536168420,12.1427,12.1553,12.1272,12.1553,464.38
2018-09-06 01:28,1536168480,12.1569,12.1572,12.1427,12.1572,609.64
2018-09-06 01:29,1536168540,12.1571,12.2,12.1571,12.2,645.27
2018-09-06 01:30,1536168600,12.2128,12.213,12.1912,12.1912,579.97
2018-09-06 01:31,1536168660,12.2076,12.22,12.1866,12.22,1152.62
2018-09-06 01:32,1536168720,12.2216,12.2321,12.2141,12.2207,702.6
2018-09-06 01:33,1536168780,12.2279,12.2566,12.2205,12.2497,2242.96
2018-09-06 01:34,1536168840,12.2489,12.2598,12.222,12.222,1728.45
2018-09-06 01:35,1536168900,12.2481,12.2483,12.2431,12.2433,307.86
2018-09-06 01:36,1536168960,12.25,12.2687,12.2404,12.2687,473.87
2018-09-06 01:37,1536169020,12.2767,12.3058,12.2767,12.2901,195.1
2018-09-06 01:38,1536169080,12.2961,12.3228,12.28,12.296,3227.45
2018-09-06 01:39,1536169140,12.3035,12.3228,12.3017,12.3222,215.1
2018-09-06 01:40,1536169200,12.2883,12.2883,12.2883,12.2883,2.05
2018-09-06 01:41,1536169260,12.3045,12.38,12.3045,12.3444,5054.8
2018-09-06 01:42,1536169320,12.33,12.3403,12.3088,12.3153,1440.83
2018-09-06 01:43,1536169380,12.3066,12.3487,12.2923,12.2959,2113.73
2018-09-06 01:44,1536169440,12.3131,12.3179,12.296,12.3005,1443.01
2018-09-06 01:45,1536169500,12.3005,12.3005,12.25,12.256,1768.35
2018-09-06 01:46,1536169560,12.256,12.2784,12.25,12.2784,432.37
2018-09-06 01:47,1536169620,12.2944,12.2944,12.2303,12.2303,3122.77
2018-09-06 01:48,1536169680,12.2579,12.2707,12.2349,12.2493,8.86
2018-09-06 01:49,1536169740,12.2517,12.2707,12.2464,12.2473,80.63
2018-09-06 01:50,1536169800,12.2549,12.2881,12.2549,12.2881,435.84
2018-09-06 01:51,1536169860,12.274,12.2881,12.2257,12.2387,2022.31
2018-09-06 01:52,1536169920,12.2232,12.2234,12.2229,12.2232,330.62
2018-09-06 01:53,1536169980,12.2074,12.218,12.1376,12.1556,1615.35
2018-09-06 01:54,1536170040,12.1405,12.19,12.1403,12.1502,336.32
2018-09-06 01:55,1536170100,12.1502,12.23,12.1502,12.1919,930.2
2018-09-06 01:56,1536170160,12.1924,12.2046,12.1917,12.2046,319.94
2018-09-06 01:57,1536170220,12.19,12.2051,12.19,12.2051,1202.06
2018-09-06 01:58,1536170280,12.1938,12.2053,12.19,12.2051,1586.26
2018-09-06 01:59,1536170340,12.1984,12.2002,12.1984,12.1984,15.72
2018-09-06 02:00,1536170400,12.2166,12.2288,12.213,12.2288,1590.71
2018-09-06 02:01,1536170460,12.2197,12.2499,12.2197,12.2499,4419.47
2018-09-06 02:02,1536170520,12.25,12.2528,12.2363,12.2528,807.28
2018-09-06 02:03,1536170580,12.248,12.2699,12.2254,12.2699,417.83
2018-09-06 02:04,1536170640,12.27,12.3,12.27,12.3,1852.13
2018-09-06 02:05,1536170700,12.2817,12.286,12.254,12.2778,984.05
2018-09-06 02:06,1536170760,12.2603,12.286,12.2598,12.286,720.61
2018-09-06 02:07,1536170820,12.286,12.2894,12.27,12.27,533.59
2018-09-06 02:08,1536170880,12.2618,12.2618,12.2618,12.2618,100.0
2018-09-06 02:09,1536170940,12.2476,12.2476,12.2387,12.2469,907.18
2018-09-06 02:10,1536171000,12.2399,12.2469,12.2328,12.2469,1763.43
2018-09-06 02:11,1536171060,12.2404,12.2404,12.23,12.23,39.53
2018-09-06 02:12,1536171120,12.2298,12.2298,12.224,12.2265,287.73
2018-09-06 02:13,1536171180,12.2265,12.2265,12.1841,12.2062,575.38
2018-09-06 02:14,1536171240,12.1922,12.21,12.1902,12.21,670.56
2018-09-06 02:15,1536171300,12.199,12.199,12.199,12.199,20.55
2018-09-06 02:16,1536171360,12.2251,12.2251,12.2038,12.2038,900.58
2018-09-06 02:17,1536171420,12.2128,12.2273,12.2127,12.2273,294.6
2018-09-06 02:18,1536171480,12.2274,12.2321,12.2201,12.2321,798.72
2018-09-06 02:19,1536171540,12.232,12.232,12.2165,12.2165,42.38
2018-09-06 02:20,1536171600,12.2269,12.24,12.2269,12.2341,487.0
2018-09-06 02:21,1536171660,12.2399,12.249,12.2399,12.2399,634.88
2018-09-06 02:22,1536171720,12.2441,12.3393,12.2441,12.261,1391.04
2018-09-06 02:23,1536171780,12.261,12.261,12.261,12.261,0.0
2018-09-06 02:24,1536171840,12.26,12.2618,12.2441,12.2484,1250.58
2018-09-06 02:25,1536171900,12.2482,12.2722,12.2482,12.2607,460.66
2018-09-06 02:26,1536171960,12.245,12.2454,12.209,12.2095,1677.06
2018-09-06 02:27,1536172020,12.2285,12.2285,12.2216,12.2216,47.7
2018-09-06 02:28,1536172080,12.2083,12.237,12.2082,12.2326,349.9
2018-09-06 02:29,1536172140,12.2175,12.2175,12.1932,12.1932,1943.8
2018-09-06 02:30,1536172200,12.1921,12.2044,12.1796,12.1796,711.16
2018-09-06 02:31,1536172260,12.18,12.192,12.1625,12.1917,1716.25
2018-09-06 02:32,1536172320,12.1917,12.1917,12.1771,12.1771,2197.37
2018-09-06 02:33,1536172380,12.1846,12.1917,12.1846,12.1917,70.61
2018-09-06 02:34,1536172440,12.1909,12.2353,12.186,12.2195,1974.04
2018-09-06 02:35,1536172500,12.2121,12.2436,12.2121,12.2436,1105.84
2018-09-06 02:36,1536172560,12.2361,12.2434,12.2295,12.2361,317.88
2018-09-06 02:37,1536172620,12.2315,12.236,12.2225,12.2225,1121.27
2018-09-06 02:38,1536172680,12.2203,12.2794,12.2203,12.2593,1224.42
2018-09-06 02:39,1536172740,12.2798,12.28,12.2468,12.2468,333.4
2018-09-06 02:40,1536172800,12.2633,12.2675,12.249,12.2675,9.0
2018-09-06 02:41,1536172860,12.2549,12.2668,12.2534,12.2668,636.03
2018-09-06 02:42,1536172920,12.2534,12.2534,12.2489,12.2489,178.56
2018-09-06 02:43,1536172980,12.24,12.2483,12.2306,12.2306,126.03
2018-09-06 02:44,1536173040,12.2365,12.24,12.2301,12.24,837.87
2018-09-06 02:45,1536173100,12.2484,12.35,12.2484,12.2578,5189.39
2018-09-06 02:46,1536173160,12.2828,12.2828,12.2583,12.2669,858.17
2018-09-06 02:47,1536173220,12.2798,12.2798,12.2542,12.2547,186.6
2018-09-06 02:48,1536173280,12.251,12.251,12.2416,12.2416,1337.2
2018-09-06 02:49,1536173340,12.2458,12.2579,12.2416,12.2451,1199.82
2018-09-06 02:50,1536173400,12.2526,12.2698,12.2473,12.2698,196.91
2018-09-06 02:51,1536173460,12.2543,12.26,12.2155,12.2304,1827.72
2018-09-06 02:52,1536173520,12.2222,12.24,12.2222,12.2223,398.6
2018-09-06 02:53,1536173580,12.2218,12.2218,12.2049,12.2049,1352.41
2018-09-06 02:54,1536173640,12.205,12.2144,12.19,12.2014,2270.85
2018-09-06 02:55,1536173700,12.2018,12.2455,12.2001,12.2455,554.19
2018-09-06 02:56,1536173760,12.231,12.2364,12.231,12.2364,57.38
2018-09-06 02:57,1536173820,12.2289,12.2362,12.2217,12.2362,2448.84
2018-09-06 02:58,1536173880,12.2451,12.2451,12.24,12.24,262.84
2018-09-06 02:59,1536173940,12.2466,12.2466,12.2214,12.2215,2265.03
2018-09-06 03:00,1536174000,12.2215,12.2325,12.2215,12.2225,1211.13
2018-09-06 03:01,1536174060,12.2325,12.2426,12.2225,12.2426,200.23
2018-09-06 03:02,1536174120,12.2431,12.2504,12.2431,12.2504,2.49
2018-09-06 03:03,1536174180,12.2504,12.2504,12.24,12.24,6.42
2018-09-06 03:04,1536174240,12.2557,12.2557,12.2406,12.2406,1079.68
2018-09-06 03:05,1536174300,12.2406,12.2406,12.2406,12.2406,0.0
2018-09-06 03:06,1536174360,12.2604,12.2604,12.2463,12.252,1506.81
2018-09-06 03:07,1536174420,12.2406,12.2521,12.2406,12.252,356.32
2018-09-06 03:08,1536174480,12.2554,12.2554,12.2497,12.2497,418.11
2018-09-06 03:09,1536174540,12.2401,12.2499,12.2346,12.2346,167.46
2018-09-06 03:10,1536174600,12.24,12.2799,12.24,12.2708,626.92
